時間,lon,lat,無意義,往東北,往東南,往西南,往西北,停止
11-14_23-55-00,121.601,25.063,0.0,1,1,2,1,11
11-14_23-55-00,121.575,25.053,0.0,4,3,3,6,37
11-14_23-55-00,121.655,25.063,0.0,18,16,20,13,279
11-14_23-55-00,121.463,25.093,0.0,6,2,5,7,60
11-14_23-55-00,121.517,25.093,0.0,6,4,8,11,33
11-14_23-55-00,121.471,25.013,0.0,6,22,11,12,141
11-14_23-55-00,121.629,25.053,0.0,0,0,5,0,3
11-14_23-55-00,121.549,25.043,0.0,14,17,24,26,306
11-14_23-55-00,121.523,25.033,0.0,7,3,8,5,43
11-14_23-55-00,121.469,25.033,0.0,4,5,5,14,167
11-14_23-55-00,121.499,25.003,0.0,13,9,15,13,323
11-14_23-55-00,121.577,25.033,0.0,4,4,4,1,26
11-14_23-55-00,121.493,25.063,0.0,14,19,10,13,170
11-14_23-55-00,121.573,25.073,0.0,2,4,1,0,3
11-14_23-55-00,121.521,25.053,0.0,32,15,24,24,212
11-14_23-55-00,121.491,25.083,0.0,6,11,16,9,236
11-14_23-55-00,121.545,25.083,0.0,9,7,10,9,135
11-14_23-55-00,121.467,25.053,0.0,5,4,6,4,72
11-14_23-55-00,121.571,25.093,0.0,0,0,0,0,1
11-14_23-55-00,121.465,25.073,0.0,2,5,5,2,67
11-14_23-55-00,121.553,25.003,0.0,8,11,7,6,99
11-14_23-55-00,121.497,25.023,0.0,9,9,11,6,198
11-14_23-55-00,121.519,25.073,0.0,10,7,10,4,174
11-14_23-55-00,121.547,25.063,0.0,8,10,13,7,158
11-14_23-55-00,121.599,25.083,0.0,9,6,9,8,106
11-14_23-55-00,121.551,25.023,0.0,9,25,14,16,271
11-14_23-55-00,121.607,25.003,0.0,0,0,2,2,17
11-14_23-55-00,121.581,25.051,0.0,16,6,11,6,167
11-14_23-55-00,121.555,25.041,0.0,24,21,21,22,236
11-14_23-55-00,121.503,25.021,0.0,4,7,12,5,107
11-14_23-55-00,121.497,25.081,0.0,8,10,11,16,178
11-14_23-55-00,121.557,25.021,0.0,9,10,19,12,279
11-14_23-55-00,121.529,25.031,0.0,9,10,18,9,127
11-14_23-55-00,121.579,25.071,0.0,2,2,4,3,37
11-14_23-55-00,121.523,25.091,0.0,10,8,9,8,136
11-14_23-55-00,121.477,25.011,0.0,8,12,14,11,180
11-14_23-55-00,121.551,25.081,0.0,9,7,15,12,123
11-14_23-55-00,121.475,25.031,0.0,12,17,32,18,258
11-14_23-55-00,121.469,25.091,0.0,10,10,9,17,138
11-14_23-55-00,121.471,25.071,0.0,1,1,2,4,18
11-14_23-55-00,121.639,25.011,0.0,2,2,2,2,70
11-14_23-55-00,121.501,25.041,0.0,14,8,20,22,336
11-14_23-55-00,121.613,25.001,0.0,2,1,3,2,50
11-14_23-55-00,121.633,25.071,0.0,21,12,13,14,374
11-14_23-55-00,121.559,25.001,0.0,1,5,3,4,39
11-14_23-55-00,121.527,25.051,0.0,23,31,31,34,563
11-14_23-55-00,121.531,25.011,0.0,0,8,4,1,16
11-14_23-55-00,121.499,25.061,0.0,12,15,28,9,315
11-14_23-55-00,121.553,25.061,0.0,3,11,4,7,67
11-14_23-55-00,121.505,25.001,0.0,10,8,16,9,174
11-14_23-55-00,121.473,25.051,0.0,1,2,4,5,50
11-14_23-55-00,121.533,25.081,0.0,0,0,0,0,6
11-14_23-55-00,121.485,25.021,0.0,4,8,6,5,77
11-14_23-55-00,121.563,25.051,0.0,19,13,16,12,215
11-14_23-55-00,121.643,25.061,0.0,3,7,7,4,30
11-14_23-55-00,121.591,25.041,0.0,5,5,6,7,151
11-14_23-55-00,121.559,25.091,0.0,3,0,5,4,13
11-14_23-55-00,121.505,25.091,0.0,9,9,15,11,205
11-14_23-55-00,121.641,25.081,0.0,8,6,3,6,65
11-14_23-55-00,121.625,25.061,0.0,2,3,6,1,36
11-14_23-55-00,121.491,25.051,0.0,17,17,21,10,326
11-14_23-55-00,121.587,25.081,0.0,0,1,3,7,32
11-14_23-55-00,121.545,25.051,0.0,10,12,17,15,243
11-14_23-55-00,121.537,25.041,0.0,11,11,15,7,123
11-14_23-55-00,121.513,25.011,0.0,21,19,31,21,307
11-14_23-55-00,121.509,25.051,0.0,5,5,6,10,148
11-14_23-55-00,121.511,25.031,0.0,1,6,1,4,25
11-14_23-55-00,121.565,25.031,0.0,6,3,9,12,89
11-14_23-55-00,121.487,25.001,0.0,6,5,7,3,70
11-14_23-55-00,121.479,25.081,0.0,4,13,13,19,124
11-14_23-55-00,121.521,25.021,0.0,7,14,16,14,136
11-14_23-55-00,121.621,25.011,0.0,1,2,1,3,80
11-14_23-55-00,121.467,25.021,0.0,13,18,24,13,302
11-14_23-55-00,121.523,25.001,0.0,25,22,34,28,422
11-14_23-55-00,121.541,25.001,0.0,5,7,4,11,212
11-14_23-55-00,121.617,25.051,0.0,3,12,8,9,107
11-14_23-55-00,121.573,25.041,0.0,9,12,10,10,151
11-14_23-55-00,121.463,25.061,0.0,19,8,9,19,144
11-14_23-55-00,121.561,25.071,0.0,2,3,1,3,4
11-14_23-55-00,121.569,25.081,0.0,5,10,8,4,75
11-14_23-55-00,121.535,25.061,0.0,11,15,26,14,282
11-14_23-55-00,121.597,25.071,0.0,6,10,7,2,58
11-14_23-55-00,121.615,25.071,0.0,10,7,11,9,150
11-14_23-55-00,121.589,25.061,0.0,8,6,9,8,94
11-14_23-55-00,121.575,25.021,0.0,0,3,3,4,14
11-14_23-55-00,121.481,25.061,0.0,5,5,8,6,37
11-14_23-55-00,121.595,25.001,0.0,0,3,1,0,4
11-14_23-55-00,121.461,25.081,0.0,7,12,15,9,157
11-14_23-55-00,121.539,25.021,0.0,0,6,6,4,35
11-14_23-55-00,121.547,25.031,0.0,11,20,15,10,128
11-14_23-55-00,121.465,25.041,0.0,6,4,6,1,65
11-14_23-55-00,121.495,25.011,0.0,0,1,3,1,8
11-14_23-55-00,121.631,25.001,0.0,1,0,0,0,0
11-14_23-55-00,121.515,25.081,0.0,3,1,2,3,39
11-14_23-55-00,121.493,25.031,0.0,7,6,14,8,101
11-14_23-55-00,121.577,25.001,0.0,2,1,0,1,19
11-14_23-55-00,121.599,25.051,0.0,4,1,1,2,8
11-14_23-55-00,121.649,25.091,0.0,5,3,2,2,30
11-14_23-55-00,121.519,25.041,0.0,9,14,20,9,828
11-14_23-55-00,121.469,25.001,0.0,10,28,18,17,424
11-14_23-55-00,121.657,25.011,0.0,0,0,0,0,1
11-14_23-55-00,121.571,25.061,0.0,2,1,2,1,16
11-14_23-55-00,121.489,25.071,0.0,9,16,7,5,150
11-14_23-55-00,121.517,25.061,0.0,5,9,7,4,88
11-14_23-55-00,121.479,25.073,0.0,7,8,15,8,112
11-14_23-55-00,121.593,25.013,0.0,0,0,0,0,1
11-14_23-55-00,121.561,25.063,0.0,6,3,2,3,54
11-14_23-55-00,121.513,25.003,0.0,19,27,17,11,189
11-14_23-55-00,121.511,25.023,0.0,2,7,10,3,93
11-14_23-55-00,121.507,25.063,0.0,7,3,7,4,9
11-14_23-55-00,121.535,25.053,0.0,7,18,20,10,240
11-14_23-55-00,121.589,25.053,0.0,2,3,2,0,64
11-14_23-55-00,121.641,25.073,0.0,3,2,2,5,32
11-14_23-55-00,121.617,25.043,0.0,2,6,12,8,74
11-14_23-55-00,121.615,25.063,0.0,10,10,4,10,94
11-14_23-55-00,121.539,25.013,0.0,12,10,19,7,53
11-14_23-55-00,121.565,25.023,0.0,7,13,6,4,62
11-14_23-55-00,121.509,25.043,0.0,59,54,73,51,522
11-14_23-55-00,121.481,25.053,0.0,1,1,3,4,7
11-14_23-55-00,121.621,25.003,0.0,8,12,3,11,148
11-14_23-55-00,121.559,25.083,0.0,3,4,6,2,24
11-14_23-55-00,121.533,25.073,0.0,2,0,0,1,11
11-14_23-55-00,121.643,25.053,0.0,0,0,0,0,1
11-14_23-55-00,121.483,25.033,0.0,0,1,1,1,10
11-14_23-55-00,121.537,25.033,0.0,2,13,11,7,97
11-14_23-55-00,121.531,25.093,0.0,0,1,1,0,5
11-14_23-55-00,121.567,25.003,0.0,0,2,4,3,25
11-14_23-55-00,121.485,25.013,0.0,2,7,6,11,62
11-14_23-55-00,121.563,25.043,0.0,1,4,5,1,105
11-14_23-55-00,121.649,25.083,0.0,1,1,1,0,64
11-14_23-55-00,121.629,25.013,0.0,0,2,2,1,1
11-14_23-55-00,121.515,25.073,0.0,7,11,6,6,96
11-14_23-55-00,121.519,25.033,0.0,6,5,7,16,266
11-14_23-55-00,121.465,25.033,0.0,8,10,10,12,122
11-14_23-55-00,121.547,25.023,0.0,10,10,8,17,228
11-14_23-55-00,121.463,25.053,0.0,14,16,13,16,102
11-14_23-55-00,121.599,25.043,0.0,0,0,0,1,1
11-14_23-55-00,121.461,25.073,0.0,0,0,2,1,8
11-14_23-55-00,121.487,25.083,0.0,13,12,10,17,269
11-14_23-55-00,121.595,25.083,0.0,15,12,17,12,178
11-14_23-55-00,121.603,25.003,0.0,7,10,11,8,153
11-14_23-55-00,121.571,25.053,0.0,5,11,4,3,144
11-14_23-55-00,121.597,25.063,0.0,3,4,3,0,21
11-14_23-55-00,121.573,25.033,0.0,4,8,13,7,47
11-14_23-55-00,121.521,25.013,0.0,24,22,17,16,166
11-14_23-55-00,121.489,25.063,0.0,8,6,11,12,107
11-14_23-55-00,121.651,25.063,0.0,2,4,10,8,59
11-14_23-55-00,121.467,25.013,0.0,12,8,22,13,125
11-14_23-55-00,121.549,25.003,0.0,7,5,7,9,76
11-14_23-55-00,121.517,25.053,0.0,8,15,23,19,164
11-14_23-55-00,121.659,25.073,0.0,2,2,7,7,38
11-14_23-55-00,121.501,25.033,0.0,19,10,20,22,419
11-14_23-55-00,121.555,25.033,0.0,29,22,16,41,257
11-14_23-55-00,121.527,25.043,0.0,3,5,5,15,89
11-14_23-55-00,121.493,25.023,0.0,11,9,12,10,178
11-14_23-55-00,121.543,25.063,0.0,8,9,13,20,178
11-14_23-55-00,121.471,25.063,0.0,1,1,2,4,4
11-14_23-55-00,121.553,25.053,0.0,18,13,23,20,224
11-14_23-55-00,121.529,25.023,0.0,12,14,25,24,338
11-14_23-55-00,121.623,25.073,0.0,3,3,1,3,22
11-14_23-55-00,121.545,25.043,0.0,9,11,23,18,204
11-14_23-55-00,121.497,25.073,0.0,13,12,17,19,275
11-14_23-55-00,121.635,25.043,0.0,5,3,4,0,17
11-14_23-55-00,121.495,25.003,0.0,11,12,27,10,304
11-14_23-55-00,121.541,25.083,0.0,3,3,6,10,148
11-14_23-55-00,121.581,25.043,0.0,23,17,32,15,251
11-14_23-55-00,121.469,25.083,0.0,8,10,18,7,164
11-14_23-55-00,121.523,25.083,0.0,21,23,23,19,214
11-14_23-55-00,121.585,25.003,0.0,2,2,0,0,3
11-14_23-55-00,121.605,25.073,0.0,7,11,10,12,177
11-14_23-55-00,121.633,25.063,0.0,3,5,8,1,55
11-14_23-55-00,121.607,25.053,0.0,18,11,7,6,91
11-14_23-55-00,121.525,25.063,0.0,20,13,19,22,281
11-14_23-55-00,121.495,25.093,0.0,0,0,0,0,1
11-14_23-55-00,121.475,25.023,0.0,9,12,15,9,278
11-14_23-55-00,121.579,25.063,0.0,3,1,1,2,71
11-14_23-55-00,121.577,25.083,0.0,15,7,19,24,165
11-14_23-55-00,121.551,25.073,0.0,1,3,2,1,13
11-14_23-55-00,121.477,25.003,0.0,7,12,11,5,45
11-14_23-55-00,121.549,25.093,0.0,1,4,2,0,9
11-14_23-55-00,121.563,25.059,0.0,19,25,25,19,403
11-14_23-55-00,121.565,25.039,0.0,7,2,5,5,100
11-14_23-55-00,121.513,25.019,0.0,6,2,6,9,74
11-14_23-55-00,121.539,25.029,0.0,6,17,10,12,149
11-14_23-55-00,121.591,25.049,0.0,10,3,10,9,119
11-14_23-55-00,121.481,25.069,0.0,8,12,9,12,219
11-14_23-55-00,121.479,25.089,0.0,16,14,13,18,246
11-14_23-55-00,121.537,25.049,0.0,5,14,6,4,109
11-14_23-55-00,121.487,25.009,0.0,5,2,10,5,57
11-14_23-55-00,121.533,25.089,0.0,1,0,0,0,2
11-14_23-55-00,121.509,25.059,0.0,1,2,9,3,75
11-14_23-55-00,121.507,25.079,0.0,3,1,6,1,10
11-14_23-55-00,121.561,25.079,0.0,4,12,7,4,138
11-14_23-55-00,121.617,25.059,0.0,6,5,3,4,34
11-14_23-55-00,121.647,25.029,0.0,0,0,0,0,2
11-14_23-55-00,121.535,25.069,0.0,2,4,3,4,49
11-14_23-55-00,121.541,25.009,0.0,1,0,0,3,23
11-14_23-55-00,121.579,25.079,0.0,17,11,18,27,247
11-14_23-55-00,121.587,25.089,0.0,3,3,3,2,121
11-14_23-55-00,121.589,25.069,0.0,9,10,12,10,117
11-14_23-55-00,121.497,25.089,0.0,0,2,0,0,1
11-14_23-55-00,121.619,25.039,0.0,1,1,6,3,23
11-14_23-55-00,121.527,25.059,0.0,16,26,27,30,369
11-14_23-55-00,121.505,25.009,0.0,14,22,33,18,195
11-14_23-55-00,121.523,25.099,0.0,8,8,8,10,133
11-14_23-55-00,121.525,25.079,0.0,5,6,7,13,40
11-14_23-55-00,121.505,25.099,0.0,0,2,4,1,3
11-14_23-55-00,121.581,25.059,0.0,5,8,12,6,80
11-14_23-55-00,121.557,25.029,0.0,15,18,24,13,335
11-14_23-55-00,121.643,25.069,0.0,9,9,8,8,136
11-14_23-55-00,121.511,25.039,0.0,9,4,0,3,126
11-14_23-55-00,121.635,25.059,0.0,1,0,1,1,12
11-14_23-55-00,121.607,25.069,0.0,2,3,12,5,21
11-14_23-55-00,121.559,25.009,0.0,3,6,6,7,79
11-14_23-55-00,121.477,25.019,0.0,7,13,11,10,154
11-14_23-55-00,121.553,25.069,0.0,0,0,0,2,3
11-14_23-55-00,121.529,25.039,0.0,7,9,9,8,153
11-14_23-55-00,121.555,25.049,0.0,12,13,13,15,311
11-14_23-55-00,121.611,25.029,0.0,0,0,0,0,7
11-14_23-55-00,121.503,25.029,0.0,11,8,6,5,188
11-14_23-55-00,121.583,25.039,0.0,12,14,13,9,183
11-14_23-55-00,121.473,25.059,0.0,7,5,3,3,37
11-14_23-55-00,121.499,25.069,0.0,13,19,9,21,267
11-14_23-55-00,121.471,25.079,0.0,2,6,5,4,82
11-14_23-55-00,121.531,25.019,0.0,11,17,20,18,168
11-14_23-55-00,121.625,25.069,0.0,5,7,3,9,72
11-14_23-55-00,121.627,25.049,0.0,2,2,2,0,14
11-14_23-55-00,121.465,25.049,0.0,4,6,8,6,53
11-14_23-55-00,121.545,25.059,0.0,9,15,19,11,221
11-14_23-55-00,121.515,25.089,0.0,5,4,7,11,59
11-14_23-55-00,121.519,25.049,0.0,16,20,19,24,373
11-14_23-55-00,121.523,25.009,0.0,19,12,13,11,282
11-14_23-55-00,121.547,25.039,0.0,5,7,14,5,188
11-14_23-55-00,121.467,25.029,0.0,5,9,14,9,147
11-14_23-55-00,121.549,25.019,0.0,5,11,4,3,102
11-14_23-55-00,121.491,25.059,0.0,15,15,25,12,360
11-14_23-55-00,121.469,25.009,0.0,9,12,13,13,209
11-14_23-55-00,121.541,25.099,0.0,1,2,2,4,9
11-14_23-55-00,121.653,25.059,0.0,6,10,12,11,91
11-14_23-55-00,121.461,25.089,0.0,9,10,11,19,120
11-14_23-55-00,121.517,25.069,0.0,10,15,12,9,125
11-14_23-55-00,121.489,25.079,0.0,7,23,16,16,240
11-14_23-55-00,121.623,25.089,0.0,0,0,0,0,2
11-14_23-55-00,121.571,25.069,0.0,0,0,0,0,2
11-14_23-55-00,121.521,25.029,0.0,19,17,16,8,183
11-14_23-55-00,121.495,25.019,0.0,6,5,14,3,143
11-14_23-55-00,121.573,25.049,0.0,12,13,26,18,190
11-14_23-55-00,121.597,25.079,0.0,5,6,14,2,109
11-14_23-55-00,121.543,25.079,0.0,3,4,9,5,13
11-14_23-55-00,121.513,25.027,0.0,11,12,20,14,107
11-14_23-55-00,121.565,25.047,0.0,2,6,17,3,46
11-14_23-55-00,121.561,25.087,0.0,8,4,6,10,161
11-14_23-55-00,121.535,25.077,0.0,1,0,1,0,15
11-14_23-55-00,121.541,25.017,0.0,2,7,6,3,35
11-14_23-55-00,121.539,25.037,0.0,6,9,3,4,88
11-14_23-55-00,121.569,25.007,0.0,3,1,0,2,40
11-14_23-55-00,121.481,25.077,0.0,8,14,6,9,143
11-14_23-55-00,121.509,25.067,0.0,3,2,6,2,56
11-14_23-55-00,121.487,25.017,0.0,2,2,0,2,9
11-14_23-55-00,121.511,25.047,0.0,16,16,11,13,262
11-14_23-55-00,121.623,25.007,0.0,2,2,1,0,8
11-14_23-55-00,121.591,25.057,0.0,1,3,6,6,45
11-14_23-55-00,121.507,25.087,0.0,9,5,16,18,233
11-14_23-55-00,121.567,25.027,0.0,16,18,12,13,295
11-14_23-55-00,121.593,25.037,0.0,1,3,1,1,5
11-14_23-55-00,121.515,25.007,0.0,18,18,38,36,467
11-14_23-55-00,121.619,25.047,0.0,4,4,5,3,50
11-14_23-55-00,121.537,25.057,0.0,7,8,9,6,91
11-14_23-55-00,121.589,25.077,0.0,7,7,10,9,63
11-14_23-55-00,121.643,25.077,0.0,3,3,3,3,31
11-14_23-55-00,121.483,25.057,0.0,5,12,13,10,106
11-14_23-55-00,121.461,25.007,0.0,19,13,21,18,411
11-14_23-55-00,121.533,25.097,0.0,6,5,5,0,82
11-14_23-55-00,121.563,25.067,0.0,0,0,1,1,14
11-14_23-55-00,121.617,25.067,0.0,9,7,13,6,120
11-14_23-55-00,121.637,25.047,0.0,1,0,0,0,3
11-14_23-55-00,121.607,25.077,0.0,6,3,6,7,58
11-14_23-55-00,121.497,25.097,0.0,1,4,2,0,25
11-14_23-55-00,121.533,25.007,0.0,4,10,19,7,36
11-14_23-55-00,121.555,25.057,0.0,13,9,17,18,271
11-14_23-55-00,121.553,25.077,0.0,1,4,13,4,27
11-14_23-55-00,121.557,25.037,0.0,12,9,10,16,233
11-14_23-55-00,121.471,25.087,0.0,6,13,13,10,177
11-14_23-55-00,121.499,25.077,0.0,6,5,7,7,97
11-14_23-55-00,121.635,25.067,0.0,5,15,15,7,181
11-14_23-55-00,121.559,25.017,0.0,1,9,10,4,88
11-14_23-55-00,121.479,25.007,0.0,14,10,14,21,281
11-14_23-55-00,121.527,25.067,0.0,11,13,12,12,215
11-14_23-55-00,121.475,25.047,0.0,4,4,6,4,39
11-14_23-55-00,121.531,25.027,0.0,11,18,12,10,291
11-14_23-55-00,121.609,25.057,0.0,3,3,5,3,22
11-14_23-55-00,121.583,25.047,0.0,16,18,6,20,283
11-14_23-55-00,121.473,25.067,0.0,2,4,7,4,22
11-14_23-55-00,121.501,25.057,0.0,3,11,3,0,25
11-14_23-55-00,121.525,25.087,0.0,19,13,14,7,111
11-14_23-55-00,121.529,25.047,0.0,1,6,7,7,62
11-14_23-55-00,121.503,25.037,0.0,8,11,17,9,150
11-14_23-55-00,121.581,25.067,0.0,2,3,3,4,19
11-14_23-55-00,121.477,25.027,0.0,11,16,20,17,311
11-14_23-55-00,121.575,25.037,0.0,13,19,21,16,226
11-14_23-55-00,121.497,25.007,0.0,8,8,16,8,187
11-14_23-55-00,121.543,25.087,0.0,0,0,0,0,3
11-14_23-55-00,121.549,25.027,0.0,12,11,18,15,199
11-14_23-55-00,121.491,25.067,0.0,8,11,18,7,215
11-14_23-55-00,121.597,25.087,0.0,2,2,6,1,30
11-14_23-55-00,121.489,25.087,0.0,10,16,11,10,182
11-14_23-55-00,121.515,25.097,0.0,4,2,1,4,17
11-14_23-55-00,121.545,25.067,0.0,6,1,2,6,35
11-14_23-55-00,121.467,25.037,0.0,0,1,0,1,2
11-14_23-55-00,121.463,25.077,0.0,2,4,5,2,52
11-14_23-55-00,121.627,25.057,0.0,0,1,2,1,6
11-14_23-55-00,121.493,25.047,0.0,0,0,0,1,5
11-14_23-55-00,121.461,25.097,0.0,0,0,0,5,5
11-14_23-55-00,121.547,25.047,0.0,6,9,9,4,204
11-14_23-55-00,121.517,25.077,0.0,6,4,3,13,44
11-14_23-55-00,121.465,25.057,0.0,6,6,14,6,117
11-14_23-55-00,121.519,25.057,0.0,17,13,25,21,208
11-14_23-55-00,121.651,25.087,0.0,3,5,2,0,11
11-14_23-55-00,121.521,25.037,0.0,2,2,9,4,27
11-14_23-55-00,121.653,25.067,0.0,7,6,16,14,158
11-14_23-55-00,121.571,25.077,0.0,1,1,2,1,11
11-14_23-55-00,121.577,25.017,0.0,1,3,3,0,41
11-14_23-55-00,121.551,25.007,0.0,4,3,2,3,86
11-14_23-55-00,121.573,25.057,0.0,0,1,1,3,5
11-14_23-55-00,121.655,25.047,0.0,0,0,0,0,2
11-14_23-55-00,121.469,25.017,0.0,19,11,20,18,164
11-14_23-55-00,121.495,25.027,0.0,12,7,16,14,223
11-14_23-55-00,121.625,25.077,0.0,1,2,0,6,27
11-14_23-55-00,121.555,25.081,0.0,3,9,4,5,83
11-14_23-55-00,121.473,25.091,0.0,7,15,17,15,168
11-14_23-55-00,121.505,25.041,0.0,26,24,56,19,632
11-14_23-55-00,121.535,25.011,0.0,7,10,11,5,73
11-14_23-55-00,121.637,25.071,0.0,3,6,15,12,89
11-14_23-55-00,121.559,25.041,0.0,9,9,6,4,28
11-14_23-55-00,121.503,25.061,0.0,17,10,13,10,168
11-14_23-55-00,121.479,25.031,0.0,7,10,13,14,158
11-14_23-55-00,121.647,25.061,0.0,4,1,1,1,38
11-14_23-55-00,121.563,25.091,0.0,2,1,1,1,14
11-14_23-55-00,121.531,25.051,0.0,4,13,15,19,182
11-14_23-55-00,121.645,25.081,0.0,1,1,0,1,17
11-14_23-55-00,121.569,25.031,0.0,10,9,6,6,60
11-14_23-55-00,121.611,25.061,0.0,5,5,16,4,98
11-14_23-55-00,121.507,25.021,0.0,4,0,1,1,8
11-14_23-55-00,121.527,25.091,0.0,20,13,13,6,181
11-14_23-55-00,121.543,25.021,0.0,10,11,10,12,81
11-14_23-55-00,121.541,25.041,0.0,3,18,24,11,160
11-14_23-55-00,121.593,25.061,0.0,1,4,0,1,12
11-14_23-55-00,121.613,25.041,0.0,1,0,1,0,11
11-14_23-55-00,121.511,25.071,0.0,7,7,8,7,169
11-14_23-55-00,121.557,25.061,0.0,5,5,6,6,77
11-14_23-55-00,121.567,25.051,0.0,19,15,16,18,253
11-14_23-55-00,121.539,25.061,0.0,18,18,23,23,216
11-14_23-55-00,121.509,25.091,0.0,8,6,6,6,199
11-14_23-55-00,121.621,25.051,0.0,4,5,1,1,30
11-14_23-55-00,121.643,25.011,0.0,1,1,0,1,16
11-14_23-55-00,121.517,25.011,0.0,12,13,26,16,333
11-14_23-55-00,121.475,25.071,0.0,7,2,13,10,106
11-14_23-55-00,121.585,25.051,0.0,2,4,3,3,20
11-14_23-55-00,121.529,25.071,0.0,4,2,1,1,53
11-14_23-55-00,121.583,25.071,0.0,1,0,1,0,20
11-14_23-55-00,121.533,25.031,0.0,5,8,7,3,21
11-14_23-55-00,121.545,25.001,0.0,6,8,17,13,71
11-14_23-55-00,121.561,25.021,0.0,2,1,5,3,61
11-14_23-55-00,121.623,25.031,0.0,0,0,0,0,1
11-14_23-55-00,121.527,25.001,0.0,19,14,10,9,286
11-14_23-55-00,121.491,25.001,0.0,3,1,8,5,71
11-14_23-55-00,121.591,25.081,0.0,21,13,9,16,340
11-14_23-55-00,121.547,25.071,0.0,2,1,0,1,4
11-14_23-55-00,121.509,25.001,0.0,16,25,29,32,390
11-14_23-55-00,121.617,25.001,0.0,0,2,2,3,30
11-14_23-55-00,121.615,25.021,0.0,0,1,0,0,0
11-14_23-55-00,121.465,25.081,0.0,9,11,21,23,203
11-14_23-55-00,121.563,25.001,0.0,3,2,5,4,16
11-14_23-55-00,121.515,25.031,0.0,4,7,10,9,138
11-14_23-55-00,121.493,25.071,0.0,20,9,14,19,265
11-14_23-55-00,121.481,25.011,0.0,3,14,9,8,147
11-14_23-55-00,121.477,25.051,0.0,3,6,3,3,45
11-14_23-55-00,121.577,25.041,0.0,17,35,26,20,422
11-14_23-55-00,121.483,25.081,0.0,7,23,18,11,308
11-14_23-55-00,121.485,25.061,0.0,17,10,17,15,144
11-14_23-55-00,121.619,25.071,0.0,15,18,10,14,364
11-14_23-55-00,121.513,25.051,0.0,9,14,23,9,279
11-14_23-55-00,121.461,25.031,0.0,8,7,28,23,166
11-14_23-55-00,121.575,25.061,0.0,1,0,1,1,22
11-14_23-55-00,121.595,25.041,0.0,1,1,1,0,17
11-14_23-55-00,121.463,25.011,0.0,14,17,31,10,437
11-14_23-55-00,121.629,25.061,0.0,0,3,3,1,21
11-14_23-55-00,121.497,25.031,0.0,5,2,10,5,121
11-14_23-55-00,121.631,25.041,0.0,0,4,2,2,15
11-14_23-55-00,121.471,25.021,0.0,15,22,23,17,222
11-14_23-55-00,121.549,25.051,0.0,8,8,9,4,80
11-14_23-55-00,121.467,25.061,0.0,2,1,5,5,46
11-14_23-55-00,121.525,25.021,0.0,11,13,18,23,169
11-14_23-55-00,121.603,25.051,0.0,1,5,6,1,25
11-14_23-55-00,121.523,25.041,0.0,5,16,19,8,270
11-14_23-55-00,121.551,25.031,0.0,7,8,15,13,188
11-14_23-55-00,121.601,25.071,0.0,3,3,3,9,15
11-14_23-55-00,121.473,25.001,0.0,8,15,19,21,357
11-14_23-55-00,121.599,25.091,0.0,1,0,0,2,22
11-14_23-55-00,121.491,25.091,0.0,16,6,5,8,62
11-14_23-55-00,121.521,25.061,0.0,7,11,17,14,127
11-14_23-55-00,121.495,25.051,0.0,1,5,1,3,9
11-14_23-55-00,121.655,25.071,0.0,4,2,3,5,48
11-14_23-55-00,121.519,25.081,0.0,7,15,6,15,111
11-14_23-55-00,121.573,25.081,0.0,6,11,30,9,206
11-14_23-55-00,121.481,25.091,0.0,17,4,7,15,161
11-14_23-55-00,121.567,25.041,0.0,15,21,11,16,156
11-14_23-55-00,121.571,25.001,0.0,2,2,4,8,171
11-14_23-55-00,121.511,25.061,0.0,6,6,9,6,116
11-14_23-55-00,121.485,25.051,0.0,4,4,11,11,79
11-14_23-55-00,121.563,25.081,0.0,1,1,3,5,48
11-14_23-55-00,121.593,25.051,0.0,9,2,4,4,77
11-14_23-55-00,121.461,25.021,0.0,11,20,21,14,173
11-14_23-55-00,121.649,25.031,0.0,0,0,0,0,3
11-14_23-55-00,121.625,25.001,0.0,3,7,0,2,28
11-14_23-55-00,121.489,25.011,0.0,6,13,7,5,87
11-14_23-55-00,121.569,25.021,0.0,1,2,4,0,7
11-14_23-55-00,121.617,25.081,0.0,2,0,0,1,1
11-14_23-55-00,121.543,25.011,0.0,4,14,15,3,91
11-14_23-55-00,121.645,25.071,0.0,6,4,2,5,16
11-14_23-55-00,121.483,25.071,0.0,10,18,13,14,198
11-14_23-55-00,121.539,25.051,0.0,7,4,12,6,72
11-14_23-55-00,121.541,25.031,0.0,5,12,18,20,232
11-14_23-55-00,121.513,25.041,0.0,3,6,6,5,82
11-14_23-55-00,121.565,25.061,0.0,12,5,11,12,264
11-14_23-55-00,121.619,25.061,0.0,4,5,1,4,30
11-14_23-55-00,121.463,25.001,0.0,2,18,21,15,285
11-14_23-55-00,121.517,25.001,0.0,17,18,21,14,306
11-14_23-55-00,121.621,25.041,0.0,8,5,11,11,150
11-14_23-55-00,121.537,25.071,0.0,2,0,1,0,10
11-14_23-55-00,121.591,25.071,0.0,9,4,6,10,108
11-14_23-55-00,121.509,25.081,0.0,2,8,10,10,143
11-14_23-55-00,121.499,25.001,0.0,13,15,24,13,335
11-14_23-55-00,121.467,25.051,0.0,6,5,6,1,56
11-14_23-55-00,121.469,25.031,0.0,8,11,18,11,168
11-14_23-55-00,121.465,25.071,0.0,0,3,1,1,14
