時間,lon,lat,無意義,往東北,往東南,往西南,往西北,停止
11-14_23-00-00,121.633,25.011,0.0,2,0,0,0,8
11-14_23-00-00,121.477,25.041,0.0,1,0,1,0,5
11-14_23-00-00,121.561,25.011,0.0,1,3,3,3,9
11-14_23-00-00,121.487,25.031,0.0,2,0,3,3,2
11-14_23-00-00,121.515,25.021,0.0,1,1,2,3,6
11-14_23-00-00,121.627,25.033,0.0,0,0,3,2,0
11-14_23-00-00,121.601,25.023,0.0,3,0,0,0,1
11-14_23-00-00,121.573,25.091,0.0,0,0,1,0,1
11-14_23-00-00,121.479,25.041,0.0,2,1,0,1,0
11-14_23-00-00,121.645,25.001,0.0,0,0,1,0,0
11-14_23-00-00,121.591,25.091,0.0,0,1,1,1,13
11-14_23-00-00,121.597,25.019,0.0,1,0,0,0,0
11-14_23-00-00,121.469,25.039,0.0,1,1,1,1,0
11-14_23-00-00,121.499,25.099,0.0,2,0,4,5,2
11-14_23-00-00,121.495,25.049,0.0,1,2,1,1,2
11-14_23-00-00,121.633,25.013,0.0,1,0,3,0,1
11-14_23-00-00,121.623,25.023,0.0,0,1,0,0,1
11-14_23-00-00,121.629,25.053,0.0,0,0,1,0,1
11-14_23-00-00,121.627,25.073,0.0,2,1,1,0,6
11-14_23-00-00,121.587,25.023,0.0,0,0,0,0,1
11-14_23-00-00,121.573,25.089,0.0,1,1,0,0,1
11-14_23-00-00,121.641,25.039,0.0,0,0,0,0,1
11-14_23-00-00,121.617,25.009,0.0,0,1,0,0,2
11-14_23-00-00,121.585,25.025,0.0,0,0,0,0,1
11-14_23-00-00,121.473,25.065,0.0,2,2,2,2,2
11-14_23-00-00,121.593,25.035,0.0,2,2,0,0,2
11-14_23-00-00,121.645,25.055,0.0,0,0,2,1,4
11-14_23-00-00,121.575,25.099,0.0,0,1,0,1,0
11-14_23-00-00,121.635,25.039,0.0,0,5,1,1,4
11-14_23-00-00,121.583,25.019,0.0,0,1,0,0,0
11-14_23-00-00,121.609,25.029,0.0,0,1,2,1,3
11-14_23-00-00,121.565,25.019,0.0,1,0,1,0,1
11-14_23-00-00,121.505,25.079,0.0,3,1,2,2,3
11-14_23-00-00,121.641,25.047,0.0,2,1,1,0,1
11-14_23-00-00,121.599,25.017,0.0,0,0,2,0,0
11-14_23-00-00,121.489,25.037,0.0,0,0,1,1,3
11-14_23-00-00,121.491,25.017,0.0,0,0,2,2,4
11-14_23-00-00,121.607,25.027,0.0,2,0,1,0,0
11-14_23-00-00,121.627,25.097,0.0,0,0,0,0,1
11-14_23-00-00,121.555,25.007,0.0,1,1,3,1,12
11-14_23-00-00,121.655,25.087,0.0,1,0,0,0,0
11-14_23-00-00,121.607,25.061,0.0,2,1,1,2,7
11-14_23-00-00,121.583,25.031,0.0,1,0,0,0,6
11-14_23-00-00,121.507,25.071,0.0,1,0,0,1,5
11-14_23-00-00,121.567,25.011,0.0,0,4,0,2,5
11-14_23-00-00,121.627,25.041,0.0,1,2,3,0,1
11-14_23-00-00,121.495,25.045,0.0,0,2,0,1,3
11-14_23-00-00,121.627,25.075,0.0,2,1,0,1,4
11-14_23-00-00,121.605,25.025,0.0,2,1,1,0,0
11-14_23-00-00,121.623,25.025,0.0,0,1,0,0,0
11-14_23-00-00,121.647,25.055,0.0,0,1,4,0,1
11-14_23-00-00,121.643,25.095,0.0,2,0,1,0,0
11-14_23-00-00,121.611,25.005,0.0,1,0,1,1,6
11-14_23-00-00,121.601,25.015,0.0,0,1,1,0,0
11-14_23-00-00,121.639,25.085,0.0,1,2,0,1,7
11-14_23-00-00,121.621,25.085,0.0,0,0,0,1,8
11-14_23-00-00,121.637,25.041,0.0,0,1,0,1,1
11-14_23-00-00,121.551,25.091,0.0,0,0,0,1,0
11-14_23-00-00,121.651,25.081,0.0,1,2,1,0,2
11-14_23-00-00,121.513,25.021,0.0,0,1,3,1,6
11-14_23-00-00,121.587,25.091,0.0,2,1,0,3,1
11-14_23-00-00,121.565,25.075,0.0,1,3,0,1,3
11-14_23-00-00,121.499,25.015,0.0,1,1,0,0,4
11-14_23-00-00,121.657,25.077,0.0,3,1,0,0,2
11-14_23-00-00,121.493,25.097,0.0,1,1,0,2,7
11-14_23-00-00,121.633,25.047,0.0,0,0,0,1,4
11-14_23-00-00,121.583,25.097,0.0,0,0,0,0,1
11-14_23-00-00,121.619,25.007,0.0,1,0,0,1,4
11-14_23-00-00,121.603,25.015,0.0,0,0,0,0,1
11-14_23-00-00,121.507,25.075,0.0,0,2,1,2,6
11-14_23-00-00,121.609,25.045,0.0,0,0,1,0,0
11-14_23-00-00,121.645,25.099,0.0,0,0,0,0,2
11-14_23-00-00,121.653,25.019,0.0,0,0,0,0,6
11-14_23-00-00,121.489,25.039,0.0,1,0,0,2,0
11-14_23-00-00,121.643,25.029,0.0,0,0,0,0,4
11-14_23-00-00,121.563,25.019,0.0,3,0,1,1,5
11-14_23-00-00,121.549,25.069,0.0,0,0,1,0,2
11-14_23-00-00,121.607,25.029,0.0,1,0,2,1,0
11-14_23-00-00,121.465,25.099,0.0,0,1,0,2,4
11-14_23-00-00,121.639,25.053,0.0,0,1,0,0,0
11-14_23-00-00,121.597,25.023,0.0,0,0,2,0,4
11-14_23-00-00,121.649,25.043,0.0,1,1,2,0,1
11-14_23-00-00,121.489,25.023,0.0,1,2,3,2,2
11-14_23-00-00,121.657,25.053,0.0,0,0,1,3,2
11-14_23-00-00,121.635,25.003,0.0,0,2,0,0,1
11-14_23-00-00,121.629,25.019,0.0,1,0,0,0,0
11-14_23-00-00,121.585,25.099,0.0,0,0,1,1,0
11-14_23-00-00,121.495,25.099,0.0,1,0,1,1,4
11-14_23-00-00,121.639,25.039,0.0,0,0,1,0,0
11-14_23-00-00,121.635,25.079,0.0,2,0,0,2,9
11-14_23-00-00,121.607,25.089,0.0,1,0,0,0,0
11-14_23-00-00,121.577,25.007,0.0,0,2,0,1,1
11-14_23-00-00,121.469,25.097,0.0,0,1,0,0,4
11-14_23-00-00,121.487,25.097,0.0,1,1,0,0,2
11-14_23-00-00,121.493,25.017,0.0,1,0,7,1,5
11-14_23-00-00,121.575,25.007,0.0,0,1,0,0,2
11-14_23-00-00,121.599,25.037,0.0,1,1,0,0,0
11-14_23-00-00,121.649,25.077,0.0,2,3,6,1,5
11-14_23-00-00,121.481,25.047,0.0,1,0,0,0,2
11-14_23-00-00,121.647,25.007,0.0,0,1,1,1,0
11-14_23-00-00,121.647,25.047,0.0,0,0,0,0,1
11-14_23-00-00,121.623,25.017,0.0,0,0,1,0,0
11-14_23-00-00,121.561,25.097,0.0,1,1,0,0,0
11-14_23-00-00,121.641,25.055,0.0,0,2,0,0,0
11-14_23-00-00,121.493,25.095,0.0,1,0,1,0,3
11-14_23-00-00,121.649,25.009,0.0,0,1,0,0,3
11-14_23-00-00,121.623,25.089,0.0,0,0,0,0,4
11-14_23-00-00,121.649,25.099,0.0,0,0,0,1,1
11-14_23-00-00,121.605,25.089,0.0,2,0,1,0,3
11-14_23-00-00,121.647,25.045,0.0,3,2,1,0,1
11-14_23-00-00,121.629,25.045,0.0,0,0,2,0,4
11-14_23-00-00,121.507,25.095,0.0,1,1,1,2,4
11-14_23-00-00,121.637,25.055,0.0,1,0,0,1,2
11-14_23-00-00,121.501,25.013,0.0,0,0,3,2,2
11-14_23-00-00,121.591,25.095,0.0,0,0,0,1,1
11-14_23-00-00,121.625,25.025,0.0,1,0,0,0,0
11-14_23-00-00,121.605,25.093,0.0,2,0,0,1,3
11-14_23-00-00,121.633,25.083,0.0,1,1,3,2,2
11-14_23-00-00,121.593,25.033,0.0,1,0,2,0,0
11-14_23-00-00,121.617,25.007,0.0,1,0,0,1,2
11-14_23-00-00,121.633,25.027,0.0,0,1,0,0,0
11-14_23-00-00,121.601,25.077,0.0,1,1,1,1,3
11-14_23-00-00,121.643,25.017,0.0,0,2,1,0,4
11-14_23-00-00,121.639,25.057,0.0,1,4,2,1,1
11-14_23-00-00,121.635,25.007,0.0,1,5,0,0,1
11-14_23-00-00,121.579,25.027,0.0,0,0,0,0,2
11-14_23-00-00,121.509,25.097,0.0,0,0,0,2,1
11-14_23-00-00,121.607,25.063,0.0,4,3,2,3,11
11-14_23-00-00,121.567,25.013,0.0,0,0,0,0,4
11-14_23-00-00,121.619,25.033,0.0,2,1,0,0,1
11-14_23-00-00,121.645,25.043,0.0,0,0,0,0,1
11-14_23-00-00,121.495,25.013,0.0,3,1,2,0,6
11-14_23-00-00,121.541,25.093,0.0,0,0,1,0,2
11-14_23-00-00,121.595,25.093,0.0,0,0,0,1,1
11-14_23-00-00,121.627,25.043,0.0,1,4,1,0,4
11-14_23-00-00,121.623,25.083,0.0,0,0,0,0,1
11-14_23-00-00,121.489,25.021,0.0,1,0,2,0,2
11-14_23-00-00,121.623,25.031,0.0,0,0,1,0,2
11-14_23-00-00,121.617,25.091,0.0,0,0,0,0,1
11-14_23-00-00,121.547,25.071,0.0,4,1,2,0,5
11-14_23-00-00,121.509,25.021,0.0,3,3,7,4,4
11-14_23-00-00,121.589,25.031,0.0,0,0,0,0,1
11-14_23-00-00,121.635,25.041,0.0,2,3,2,0,5
11-14_23-00-00,121.629,25.081,0.0,0,1,0,0,5
11-14_23-00-00,121.607,25.031,0.0,0,0,0,0,3
11-14_23-00-00,121.497,25.051,0.0,0,2,0,2,3
11-14_23-00-00,121.647,25.081,0.0,0,0,1,0,5
11-14_23-00-00,121.631,25.081,0.0,0,0,5,4,4
11-14_23-00-00,121.647,25.011,0.0,0,1,0,0,6
11-14_23-00-00,121.491,25.041,0.0,0,0,1,1,0
11-14_23-00-00,121.653,25.031,0.0,0,0,0,0,1
11-14_23-00-00,121.603,25.081,0.0,0,1,0,0,5
11-14_23-00-00,121.593,25.001,0.0,0,2,0,0,1
11-14_23-00-00,121.643,25.083,0.0,1,0,2,1,2
11-14_23-00-00,121.647,25.043,0.0,0,0,1,0,3
11-14_23-00-00,121.645,25.057,0.0,1,2,1,3,7
11-14_23-00-00,121.479,25.097,0.0,0,0,0,3,5
11-14_23-00-00,121.485,25.037,0.0,1,0,2,1,0
11-14_23-00-00,121.637,25.047,0.0,0,1,1,0,0
11-14_23-00-00,121.641,25.007,0.0,0,0,1,0,0
11-14_23-00-00,121.493,25.047,0.0,0,1,4,0,2
11-14_23-00-00,121.625,25.017,0.0,0,0,0,1,4
11-14_23-00-00,121.611,25.003,0.0,1,0,0,1,5
11-14_23-00-00,121.655,25.013,0.0,0,1,1,0,0
11-14_23-00-00,121.539,25.093,0.0,0,0,1,0,0
11-14_23-00-00,121.621,25.083,0.0,1,0,0,0,2
11-14_23-00-00,121.651,25.089,0.0,1,1,1,0,7
11-14_23-00-00,121.597,25.089,0.0,0,0,0,0,3
11-14_23-00-00,121.481,25.039,0.0,3,2,1,1,5
11-14_23-00-00,121.635,25.029,0.0,0,1,0,0,1
11-14_23-00-00,121.655,25.099,0.0,0,0,1,0,0
11-14_23-00-00,121.475,25.099,0.0,1,0,1,1,1
11-14_23-00-00,121.617,25.029,0.0,1,0,0,1,7
11-14_23-00-00,121.601,25.099,0.0,0,0,1,0,0
11-14_23-00-00,121.629,25.015,0.0,0,0,0,0,1
11-14_23-00-00,121.625,25.055,0.0,2,3,0,0,2
11-14_23-00-00,121.627,25.035,0.0,2,1,4,0,7
11-14_23-00-00,121.599,25.045,0.0,1,0,1,0,1
11-14_23-00-00,121.551,25.075,0.0,0,0,0,1,3
11-14_23-00-00,121.629,25.041,0.0,0,2,0,0,1
11-14_23-00-00,121.551,25.011,0.0,0,0,1,0,2
11-14_23-00-00,121.609,25.093,0.0,0,0,0,0,1
11-14_23-00-00,121.639,25.047,0.0,2,2,0,0,2
11-14_23-00-00,121.553,25.097,0.0,2,0,0,0,1
11-14_23-00-00,121.553,25.007,0.0,4,2,3,0,18
11-14_23-00-00,121.571,25.097,0.0,0,0,1,0,0
11-14_23-00-00,121.625,25.007,0.0,1,0,0,0,2
11-14_23-00-00,121.595,25.037,0.0,0,2,1,0,2
11-14_23-00-00,121.635,25.001,0.0,0,1,0,0,0
11-14_23-00-00,121.603,25.071,0.0,3,10,10,14,73
11-14_23-00-00,121.553,25.031,0.0,27,30,27,36,335
11-14_23-00-00,121.605,25.051,0.0,1,3,1,0,2
11-14_23-00-00,121.525,25.041,0.0,11,8,12,12,192
11-14_23-00-00,121.631,25.061,0.0,2,1,2,4,14
11-14_23-00-00,121.657,25.071,0.0,5,1,3,7,26
11-14_23-00-00,121.499,25.031,0.0,8,7,17,14,131
11-14_23-00-00,121.495,25.071,0.0,11,8,17,21,239
11-14_23-00-00,121.601,25.091,0.0,4,4,2,1,21
11-14_23-00-00,121.501,25.011,0.0,9,9,13,22,87
11-14_23-00-00,121.583,25.001,0.0,1,3,1,0,9
11-14_23-00-00,121.529,25.001,0.0,6,18,8,9,85
11-14_23-00-00,121.551,25.051,0.0,8,23,16,17,89
11-14_23-00-00,121.633,25.041,0.0,3,9,2,0,33
11-14_23-00-00,121.475,25.001,0.0,9,16,11,13,337
11-14_23-00-00,121.585,25.071,0.0,1,0,1,1,9
11-14_23-00-00,121.493,25.091,0.0,8,2,0,1,16
11-14_23-00-00,121.527,25.021,0.0,14,74,25,36,320
11-14_23-00-00,121.473,25.021,0.0,15,24,28,15,303
11-14_23-00-00,121.557,25.081,0.0,11,5,8,8,91
11-14_23-00-00,121.575,25.081,0.0,17,26,18,8,186
11-14_23-00-00,121.467,25.081,0.0,18,21,18,16,261
11-14_23-00-00,121.615,25.041,0.0,1,4,4,1,24
11-14_23-00-00,121.481,25.031,0.0,12,12,9,9,158
11-14_23-00-00,121.577,25.061,0.0,4,1,4,8,38
11-14_23-00-00,121.565,25.001,0.0,5,5,9,7,114
11-14_23-00-00,121.531,25.071,0.0,1,2,1,5,8
11-14_23-00-00,121.523,25.061,0.0,22,17,30,32,353
11-14_23-00-00,121.579,25.041,0.0,24,22,24,23,248
11-14_23-00-00,121.483,25.011,0.0,6,5,4,4,39
11-14_23-00-00,121.533,25.051,0.0,40,52,42,41,221
11-14_23-00-00,121.561,25.041,0.0,5,9,8,3,22
11-14_23-00-00,121.639,25.071,0.0,19,10,7,6,192
11-14_23-00-00,121.521,25.081,0.0,16,25,25,20,294
11-14_23-00-00,121.469,25.061,0.0,3,5,4,4,17
11-14_23-00-00,121.537,25.011,0.0,8,22,20,8,144
11-14_23-00-00,121.587,25.051,0.0,7,5,6,7,55
11-14_23-00-00,121.477,25.071,0.0,6,8,6,8,142
11-14_23-00-00,121.517,25.031,0.0,11,5,14,15,129
11-14_23-00-00,121.507,25.041,0.0,13,22,34,8,311
11-14_23-00-00,121.505,25.061,0.0,3,6,3,2,14
11-14_23-00-00,121.493,25.001,0.0,6,9,9,10,65
11-14_23-00-00,121.511,25.001,0.0,10,18,30,13,227
11-14_23-00-00,121.563,25.021,0.0,2,3,3,2,13
11-14_23-00-00,121.461,25.051,0.0,9,15,17,16,128
11-14_23-00-00,121.645,25.011,0.0,0,3,0,0,5
11-14_23-00-00,121.541,25.061,0.0,20,13,16,19,237
11-14_23-00-00,121.559,25.061,0.0,5,4,11,11,104
11-14_23-00-00,121.519,25.011,0.0,12,19,21,14,176
11-14_23-00-00,121.475,25.091,0.0,15,9,16,16,282
11-14_23-00-00,121.529,25.091,0.0,4,6,3,1,35
11-14_23-00-00,121.595,25.061,0.0,1,0,4,8,44
11-14_23-00-00,121.535,25.031,0.0,4,2,6,3,28
11-14_23-00-00,121.479,25.051,0.0,4,5,1,0,19
11-14_23-00-00,121.619,25.001,0.0,2,6,9,3,29
11-14_23-00-00,121.593,25.081,0.0,10,13,18,6,175
11-14_23-00-00,121.513,25.071,0.0,7,15,11,12,290
11-14_23-00-00,121.515,25.051,0.0,8,11,17,18,210
11-14_23-00-00,121.547,25.001,0.0,21,9,17,23,291
11-14_23-00-00,121.613,25.061,0.0,9,6,11,11,119
11-14_23-00-00,121.545,25.021,0.0,6,13,8,8,102
11-14_23-00-00,121.621,25.071,0.0,9,12,8,5,153
11-14_23-00-00,121.571,25.031,0.0,1,6,5,2,23
11-14_23-00-00,121.485,25.081,0.0,13,24,23,17,233
11-14_23-00-00,121.487,25.061,0.0,16,14,34,44,372
11-14_23-00-00,121.601,25.001,0.0,1,5,3,3,7
11-14_23-00-00,121.649,25.061,0.0,1,5,9,4,159
11-14_23-00-00,121.543,25.041,0.0,21,69,59,53,344
11-14_23-00-00,121.465,25.011,0.0,11,17,26,19,220
11-14_23-00-00,121.569,25.051,0.0,15,21,19,12,318
11-14_23-00-00,121.511,25.091,0.0,10,5,10,3,147
11-14_23-00-00,121.463,25.031,0.0,26,31,40,25,282
11-14_23-00-00,121.631,25.069,0.0,22,22,32,18,208
11-14_23-00-00,121.577,25.069,0.0,6,10,3,4,42
11-14_23-00-00,121.473,25.029,0.0,62,30,129,42,500
11-14_23-00-00,121.467,25.089,0.0,11,13,15,13,92
11-14_23-00-00,121.575,25.089,0.0,1,0,1,0,2
11-14_23-00-00,121.639,25.079,0.0,6,3,4,4,64
11-14_23-00-00,121.531,25.079,0.0,2,0,1,1,10
11-14_23-00-00,121.525,25.049,0.0,22,26,32,20,199
11-14_23-00-00,121.493,25.099,0.0,1,1,0,1,27
11-14_23-00-00,121.511,25.009,0.0,25,25,36,32,318
11-14_23-00-00,121.503,25.089,0.0,2,13,18,14,84
11-14_23-00-00,121.589,25.039,0.0,10,10,24,9,114
11-14_23-00-00,121.535,25.039,0.0,10,17,17,15,183
11-14_23-00-00,121.499,25.039,0.0,29,18,38,17,299
11-14_23-00-00,121.537,25.019,0.0,4,1,4,2,9
11-14_23-00-00,121.595,25.069,0.0,11,22,15,17,150
11-14_23-00-00,121.571,25.039,0.0,10,12,21,12,91
11-14_23-00-00,121.477,25.079,0.0,4,3,13,11,75
11-14_23-00-00,121.501,25.019,0.0,4,7,16,9,167
11-14_23-00-00,121.479,25.059,0.0,2,1,6,1,6
11-14_23-00-00,121.521,25.089,0.0,22,29,18,23,227
11-14_23-00-00,121.509,25.029,0.0,14,11,24,17,165
11-14_23-00-00,121.593,25.089,0.0,5,7,3,10,192
11-14_23-00-00,121.489,25.049,0.0,8,10,17,4,70
11-14_23-00-00,121.491,25.029,0.0,3,4,5,4,46
11-14_23-00-00,121.529,25.099,0.0,4,2,9,5,50
11-14_23-00-00,121.549,25.079,0.0,9,10,14,10,128
11-14_23-00-00,121.603,25.079,0.0,0,1,1,1,2
11-14_23-00-00,121.547,25.009,0.0,0,2,1,0,2
11-14_23-00-00,121.553,25.039,0.0,12,30,33,14,242
11-14_23-00-00,121.487,25.069,0.0,10,12,13,11,143
11-14_23-00-00,121.543,25.049,0.0,19,36,31,15,364
11-14_23-00-00,121.581,25.029,0.0,0,1,0,0,0
11-14_23-00-00,121.511,25.099,0.0,0,0,1,3,5
11-14_23-00-00,121.471,25.049,0.0,4,4,8,10,107
11-14_23-00-00,121.551,25.059,0.0,7,1,4,6,84
11-14_23-00-00,121.533,25.059,0.0,21,15,14,20,123
11-14_23-00-00,121.461,25.059,0.0,9,9,27,17,141
11-14_23-00-00,121.465,25.019,0.0,15,19,37,12,325
11-14_23-00-00,121.547,25.099,0.0,4,3,5,8,79
11-14_23-00-00,121.583,25.009,0.0,2,1,0,0,2
11-14_23-00-00,121.641,25.059,0.0,3,7,4,4,12
11-14_23-00-00,121.605,25.059,0.0,2,2,4,3,58
11-14_23-00-00,121.475,25.009,0.0,11,11,19,7,173
11-14_23-00-00,121.615,25.049,0.0,4,5,17,8,79
11-14_23-00-00,121.619,25.009,0.0,0,4,7,3,28
11-14_23-00-00,121.561,25.049,0.0,15,18,18,11,182
11-14_23-00-00,121.569,25.059,0.0,9,14,4,7,122
11-14_23-00-00,121.555,25.019,0.0,6,10,12,14,171
11-14_23-00-00,121.507,25.049,0.0,14,9,12,17,81
11-14_23-00-00,121.493,25.009,0.0,9,4,4,3,34
11-14_23-00-00,121.513,25.079,0.0,5,5,7,8,31
11-14_23-00-00,121.573,25.019,0.0,0,2,4,1,21
11-14_23-00-00,121.623,25.059,0.0,1,0,2,3,14
11-14_23-00-00,121.497,25.059,0.0,11,12,14,10,125
11-14_23-00-00,121.647,25.089,0.0,2,3,1,0,61
11-14_23-00-00,121.597,25.049,0.0,4,6,3,2,29
11-14_23-00-00,121.659,25.059,0.0,0,4,6,1,10
11-14_23-00-00,121.539,25.089,0.0,0,0,0,1,0
11-14_23-00-00,121.523,25.069,0.0,18,8,15,8,100
11-14_23-00-00,121.519,25.019,0.0,5,7,8,8,19
11-14_23-00-00,121.625,25.039,0.0,6,2,7,4,30
11-14_23-00-00,121.579,25.049,0.0,57,43,75,17,282
11-14_23-00-00,121.565,25.009,0.0,1,4,1,2,12
11-14_23-00-00,121.495,25.079,0.0,5,14,16,13,201
11-14_23-00-00,121.485,25.089,0.0,7,6,11,19,92
11-14_23-00-00,121.585,25.079,0.0,8,14,5,7,52
11-14_23-00-00,121.483,25.019,0.0,7,16,23,13,146
11-14_23-00-00,121.517,25.039,0.0,6,6,19,11,32
11-14_23-00-00,121.583,25.099,0.0,0,0,0,1,0
11-14_23-00-00,121.515,25.059,0.0,8,15,26,17,273
11-14_23-00-00,121.541,25.069,0.0,8,2,3,3,42
11-14_23-00-00,121.463,25.039,0.0,6,6,3,2,4
11-14_23-00-00,121.527,25.029,0.0,8,17,11,16,178
11-14_23-00-00,121.637,25.099,0.0,0,0,0,1,0
11-14_23-00-00,121.613,25.069,0.0,21,31,19,18,326
11-14_23-00-00,121.545,25.029,0.0,20,25,29,20,368
11-14_23-00-00,121.587,25.059,0.0,10,7,9,7,123
11-14_23-00-00,121.567,25.079,0.0,3,3,3,6,41
11-14_23-00-00,121.505,25.069,0.0,13,18,8,4,102
11-14_23-00-00,121.563,25.029,0.0,14,13,27,26,214
11-14_23-00-00,121.571,25.055,0.0,10,7,6,1,35
11-14_23-00-00,121.623,25.075,0.0,2,4,5,0,28
11-14_23-00-00,121.493,25.025,0.0,5,5,11,3,132
11-14_23-00-00,121.519,25.035,0.0,2,2,1,8,44
11-14_23-00-00,121.543,25.065,0.0,14,17,8,8,148
11-14_23-00-00,121.461,25.075,0.0,2,1,8,2,10
11-14_23-00-00,121.649,25.085,0.0,2,2,1,3,10
11-14_23-00-00,121.549,25.005,0.0,4,6,6,6,91
11-14_23-00-00,121.575,25.015,0.0,0,0,4,0,0
11-14_23-00-00,121.463,25.055,0.0,14,24,22,10,224
11-14_23-00-00,121.595,25.085,0.0,27,15,8,14,228
11-14_23-00-00,121.477,25.095,0.0,4,1,2,3,9
11-14_23-00-00,121.485,25.015,0.0,3,7,5,10,49
11-14_23-00-00,121.545,25.045,0.0,10,17,37,24,295
11-14_23-00-00,121.509,25.045,0.0,41,53,54,42,595
11-14_23-00-00,121.507,25.065,0.0,3,6,4,3,6
11-14_23-00-00,121.489,25.065,0.0,11,6,6,9,79
11-14_23-00-00,121.467,25.015,0.0,19,14,24,18,175
11-14_23-00-00,121.573,25.035,0.0,14,8,9,5,50
11-14_23-00-00,121.481,25.055,0.0,2,6,2,1,12
11-14_23-00-00,121.541,25.085,0.0,3,1,1,2,18
11-14_23-00-00,121.517,25.055,0.0,10,15,23,12,186
11-14_23-00-00,121.487,25.085,0.0,15,16,15,12,144
11-14_23-00-00,121.535,25.055,0.0,12,9,13,11,233
11-14_23-00-00,121.639,25.095,0.0,0,0,0,0,1
11-14_23-00-00,121.547,25.025,0.0,17,42,17,17,345
11-14_23-00-00,121.491,25.045,0.0,0,0,4,0,0
11-14_23-00-00,121.561,25.065,0.0,0,0,1,3,22
11-14_23-00-00,121.615,25.065,0.0,12,10,17,12,49
11-14_23-00-00,121.521,25.015,0.0,11,15,7,19,197
11-14_23-00-00,121.589,25.055,0.0,1,1,5,2,23
11-14_23-00-00,121.559,25.085,0.0,13,11,21,12,149
11-14_23-00-00,121.483,25.035,0.0,2,0,6,0,4
11-14_23-00-00,121.465,25.035,0.0,1,1,3,7,15
11-14_23-00-00,121.515,25.075,0.0,5,7,11,10,155
11-14_23-00-00,121.587,25.075,0.0,7,8,4,2,44
11-14_23-00-00,121.479,25.075,0.0,9,10,17,15,159
11-14_23-00-00,121.563,25.045,0.0,3,3,4,4,41
11-14_23-00-00,121.511,25.025,0.0,13,13,12,4,181
11-14_23-00-00,121.473,25.045,0.0,2,7,6,3,59
11-14_23-00-00,121.651,25.065,0.0,3,3,3,4,28
11-14_23-00-00,121.577,25.085,0.0,9,10,6,10,88
11-14_23-00-00,121.605,25.075,0.0,4,3,14,9,109
11-14_23-00-00,121.527,25.045,0.0,11,15,10,10,130
11-14_23-00-00,121.495,25.005,0.0,7,7,13,9,165
11-14_23-00-00,121.513,25.005,0.0,23,27,34,23,365
11-14_23-00-00,121.565,25.025,0.0,11,7,18,6,127
11-14_23-00-00,121.497,25.075,0.0,11,6,15,9,202
11-14_23-00-00,121.597,25.065,0.0,5,5,5,1,19
11-14_23-00-00,121.469,25.085,0.0,4,12,17,9,151
11-14_23-00-00,121.603,25.005,0.0,4,3,1,5,38
11-14_23-00-00,121.641,25.075,0.0,8,5,7,7,52
11-14_23-00-00,121.537,25.035,0.0,15,22,16,17,239
11-14_23-00-00,121.617,25.045,0.0,5,23,18,6,105
11-14_23-00-00,121.633,25.065,0.0,11,28,28,26,277
11-14_23-00-00,121.555,25.035,0.0,15,18,25,19,233
11-14_23-00-00,121.505,25.085,0.0,2,15,10,12,19
11-14_23-00-00,121.539,25.015,0.0,6,12,3,10,46
11-14_23-00-00,121.621,25.005,0.0,2,7,2,14,26
11-14_23-00-00,121.549,25.095,0.0,9,6,2,4,32
11-14_23-00-00,121.529,25.025,0.0,24,29,43,22,665
11-14_23-00-00,121.567,25.005,0.0,5,5,7,6,38
11-14_23-00-00,121.531,25.095,0.0,3,2,3,1,21
11-14_23-00-00,121.495,25.095,0.0,0,1,2,3,19
11-14_23-00-00,121.525,25.065,0.0,23,25,25,23,590
11-14_23-00-00,121.501,25.035,0.0,11,19,19,5,141
11-14_23-00-00,121.523,25.085,0.0,20,16,15,28,348
11-14_23-00-00,121.499,25.055,0.0,7,3,3,1,28
11-14_23-00-00,121.579,25.065,0.0,4,2,2,3,21
11-14_23-00-00,121.477,25.005,0.0,6,13,22,16,145
11-14_23-00-00,121.475,25.025,0.0,9,11,27,14,99
11-14_23-00-00,121.659,25.075,0.0,3,0,7,4,10
11-14_23-00-00,121.607,25.055,0.0,12,10,8,4,61
11-14_23-00-00,121.581,25.045,0.0,17,23,18,14,172
11-14_23-00-00,121.557,25.015,0.0,0,3,3,1,2
11-14_23-00-00,121.553,25.055,0.0,11,14,30,23,223
11-14_23-00-00,121.541,25.021,0.0,8,12,16,8,79
11-14_23-00-00,121.581,25.071,0.0,5,7,6,2,106
11-14_23-00-00,121.627,25.061,0.0,3,4,3,1,30
11-14_23-00-00,121.505,25.021,0.0,2,7,2,2,25
11-14_23-00-00,121.515,25.011,0.0,19,30,43,31,308
11-14_23-00-00,121.575,25.041,0.0,16,17,35,28,240
11-14_23-00-00,121.593,25.041,0.0,9,10,6,8,186
11-14_23-00-00,121.539,25.041,0.0,9,20,25,13,141
11-14_23-00-00,121.495,25.031,0.0,5,3,14,9,142
11-14_23-00-00,121.483,25.061,0.0,11,13,24,22,265
11-14_23-00-00,121.523,25.021,0.0,11,19,18,20,196
11-14_23-00-00,121.643,25.081,0.0,0,3,1,1,21
11-14_23-00-00,121.537,25.061,0.0,9,18,28,22,194
11-14_23-00-00,121.583,25.051,0.0,11,5,16,10,157
11-14_23-00-00,121.617,25.071,0.0,17,8,23,13,285
11-14_23-00-00,121.571,25.081,0.0,4,10,18,8,84
11-14_23-00-00,121.477,25.031,0.0,15,10,16,15,196
11-14_23-00-00,121.491,25.071,0.0,12,6,17,25,136
