,DateTime,GEO,EN,ES,WN,WS,Stop,Total,lng,lat,geometry
32149,2023111411,"121.575,25.091",2,4,4,3,8,21,121.575,25.091,POINT (121.575 25.091)
32150,2023111411,"121.575,25.025",31,56,71,32,118,308,121.575,25.025,POINT (121.575 25.025)
32151,2023111411,"121.587,25.031",5,20,3,10,3,41,121.587,25.031,POINT (121.587 25.031)
32152,2023111411,"121.609,25.081",22,24,10,8,17,81,121.609,25.081,POINT (121.609 25.081)
32153,2023111411,"121.583,25.071",222,190,152,103,1939,2606,121.583,25.071,POINT (121.583 25.071)
32154,2023111411,"121.563,25.001",44,39,35,33,138,289,121.563,25.001,POINT (121.563 25.001)
32155,2023111411,"121.507,25.075",28,7,9,9,24,77,121.507,25.075,POINT (121.507 25.075)
32156,2023111411,"121.581,25.087",10,3,12,17,37,79,121.581,25.087,POINT (121.581 25.087)
32157,2023111411,"121.569,25.089",14,3,9,7,52,85,121.569,25.089,POINT (121.569 25.089)
32158,2023111411,"121.599,25.025",12,2,10,14,16,54,121.599,25.025,POINT (121.599 25.025)
32159,2023111411,"121.567,25.075",10,27,20,46,73,176,121.567,25.075,POINT (121.567 25.075)
32160,2023111411,"121.571,25.089",10,2,4,2,26,44,121.571,25.089,POINT (121.571 25.089)
32161,2023111411,"121.573,25.069",92,166,119,85,121,583,121.573,25.069,POINT (121.573 25.069)
32162,2023111411,"121.587,25.007",5,2,9,6,73,95,121.587,25.007,POINT (121.587 25.007)
32163,2023111411,"121.611,25.037",12,9,33,18,52,124,121.611,25.037,POINT (121.611 25.037)
32164,2023111411,"121.585,25.027",1,3,2,3,14,23,121.585,25.027,POINT (121.585 25.027)
32165,2023111411,"121.621,25.033",7,4,6,7,6,30,121.621,25.033,POINT (121.621 25.033)
32166,2023111411,"121.509,25.073",59,70,101,62,239,531,121.509,25.073,POINT (121.509 25.073)
32167,2023111411,"121.545,25.085",174,111,248,284,3136,3953,121.545,25.085,POINT (121.545 25.085)
32168,2023111411,"121.601,25.065",102,170,63,130,328,793,121.601,25.065,POINT (121.601 25.065)
32169,2023111411,"121.611,25.045",10,35,32,51,141,269,121.611,25.045,POINT (121.611 25.045)
32170,2023111411,"121.527,25.075",130,140,199,63,111,643,121.527,25.075,POINT (121.527 25.075)
32171,2023111411,"121.609,25.067",43,66,133,160,528,930,121.609,25.067,POINT (121.609 25.067)
32172,2023111411,"121.555,25.067",28,22,34,33,67,184,121.555,25.067,POINT (121.555 25.067)
32173,2023111411,"121.601,25.017",7,0,2,3,1,13,121.601,25.017,POINT (121.601 25.017)
32174,2023111411,"121.621,25.087",2,3,7,8,24,44,121.621,25.087,POINT (121.621 25.087)
32175,2023111411,"121.551,25.013",54,117,115,277,593,1156,121.551,25.013,POINT (121.551 25.013)
32176,2023111411,"121.577,25.023",28,49,28,17,183,305,121.577,25.023,POINT (121.577 25.023)
32177,2023111411,"121.543,25.087",4,2,7,5,24,42,121.543,25.087,POINT (121.543 25.087)
32178,2023111411,"121.603,25.027",4,2,9,13,3,31,121.603,25.027,POINT (121.603 25.027)
32179,2023111411,"121.607,25.023",4,1,2,1,1,9,121.607,25.023,POINT (121.607 25.023)
32180,2023111411,"121.559,25.075",14,22,13,25,67,141,121.559,25.075,POINT (121.559 25.075)
32181,2023111411,"121.527,25.013",41,61,51,77,158,388,121.527,25.013,POINT (121.527 25.013)
32182,2023111411,"121.573,25.097",1,2,3,1,4,11,121.573,25.097,POINT (121.573 25.097)
32183,2023111411,"121.537,25.093",6,3,1,0,0,10,121.537,25.093,POINT (121.537 25.093)
32184,2023111411,"121.539,25.073",103,156,169,89,217,734,121.539,25.073,POINT (121.539 25.073)
32185,2023111411,"121.523,25.077",143,55,99,88,194,579,121.523,25.077,POINT (121.523 25.077)
32186,2023111411,"121.495,25.041",11,12,21,25,26,95,121.495,25.041,POINT (121.495 25.041)
32187,2023111411,"121.623,25.023",2,3,2,5,13,25,121.623,25.023,POINT (121.623 25.023)
32188,2023111411,"121.575,25.099",0,4,1,0,5,10,121.575,25.099,POINT (121.575 25.099)
32189,2023111411,"121.567,25.077",124,286,231,434,1842,2917,121.567,25.077,POINT (121.567 25.077)
32190,2023111411,"121.547,25.007",7,9,11,12,25,64,121.547,25.007,POINT (121.547 25.007)
32191,2023111411,"121.551,25.099",119,73,45,64,653,954,121.551,25.099,POINT (121.551 25.099)
32192,2023111411,"121.571,25.005",30,19,27,12,204,292,121.571,25.005,POINT (121.571 25.005)
32193,2023111411,"121.591,25.075",46,66,58,52,355,577,121.591,25.075,POINT (121.591 25.075)
32194,2023111411,"121.595,25.019",7,2,0,8,33,50,121.595,25.019,POINT (121.595 25.019)
32195,2023111411,"121.609,25.037",4,1,7,16,36,64,121.609,25.037,POINT (121.609 25.037)
32196,2023111411,"121.583,25.027",3,4,0,4,12,23,121.583,25.027,POINT (121.583 25.027)
32197,2023111411,"121.549,25.097",155,112,142,134,1914,2457,121.549,25.097,POINT (121.549 25.097)
32198,2023111411,"121.607,25.065",81,93,23,87,156,440,121.607,25.065,POINT (121.607 25.065)
32199,2023111411,"121.525,25.075",187,148,203,140,141,819,121.525,25.075,POINT (121.525 25.075)
32200,2023111411,"121.585,25.015",5,1,2,3,19,30,121.585,25.015,POINT (121.585 25.015)
32201,2023111411,"121.623,25.083",4,1,6,2,11,24,121.623,25.083,POINT (121.623 25.083)
32202,2023111411,"121.485,25.035",39,14,12,36,28,129,121.485,25.035,POINT (121.485 25.035)
32203,2023111411,"121.581,25.009",25,16,27,15,28,111,121.581,25.009,POINT (121.581 25.009)
32204,2023111411,"121.557,25.013",6,18,20,13,9,66,121.557,25.013,POINT (121.557 25.013)
32205,2023111411,"121.609,25.033",6,10,30,37,218,301,121.609,25.033,POINT (121.609 25.033)
32206,2023111411,"121.551,25.073",84,126,201,43,326,780,121.551,25.073,POINT (121.551 25.073)
32207,2023111411,"121.533,25.095",23,44,8,23,183,281,121.533,25.095,POINT (121.533 25.095)
32208,2023111411,"121.579,25.029",8,26,5,12,28,79,121.579,25.029,POINT (121.579 25.029)
32209,2023111411,"121.585,25.055",51,52,27,69,319,518,121.585,25.055,POINT (121.585 25.055)
32210,2023111411,"121.491,25.021",10,16,26,56,78,186,121.491,25.021,POINT (121.491 25.021)
32211,2023111411,"121.539,25.089",0,0,0,1,11,12,121.539,25.089,POINT (121.539 25.089)
32212,2023111411,"121.569,25.077",155,317,231,451,3511,4665,121.569,25.077,POINT (121.569 25.077)
32213,2023111411,"121.571,25.057",61,61,29,42,267,460,121.571,25.057,POINT (121.571 25.057)
32214,2023111411,"121.613,25.099",0,0,0,0,4,4,121.613,25.099,POINT (121.613 25.099)
32215,2023111411,"121.519,25.037",339,372,529,505,4347,6092,121.519,25.037,POINT (121.519 25.037)
32216,2023111411,"121.541,25.087",4,1,2,1,12,20,121.541,25.087,POINT (121.541 25.087)
32217,2023111411,"121.627,25.037",26,45,29,25,243,368,121.627,25.037,POINT (121.627 25.037)
32218,2023111411,"121.575,25.017",7,13,9,26,162,217,121.575,25.017,POINT (121.575 25.017)
32219,2023111411,"121.595,25.091",7,4,9,6,11,37,121.595,25.091,POINT (121.595 25.091)
32220,2023111411,"121.579,25.065",205,202,280,237,3228,4152,121.579,25.065,POINT (121.579 25.065)
32221,2023111411,"121.541,25.091",3,0,1,2,1,7,121.541,25.091,POINT (121.541 25.091)
32222,2023111411,"121.533,25.079",72,27,52,44,779,974,121.533,25.079,POINT (121.533 25.079)
32223,2023111411,"121.555,25.071",23,48,20,21,71,183,121.555,25.071,POINT (121.555 25.071)
32224,2023111411,"121.607,25.061",37,29,45,26,102,239,121.607,25.061,POINT (121.607 25.061)
32225,2023111411,"121.527,25.081",22,33,37,41,103,236,121.527,25.081,POINT (121.527 25.081)
32226,2023111411,"121.531,25.011",32,49,34,45,151,311,121.531,25.011,POINT (121.531 25.011)
32227,2023111411,"121.577,25.007",21,34,17,20,46,138,121.577,25.007,POINT (121.577 25.007)
32228,2023111411,"121.601,25.037",0,1,0,1,0,2,121.601,25.037,POINT (121.601 25.037)
32229,2023111411,"121.541,25.097",56,77,70,37,92,332,121.541,25.097,POINT (121.541 25.097)
32230,2023111411,"121.599,25.049",59,96,20,36,393,604,121.599,25.049,POINT (121.599 25.049)
32231,2023111411,"121.509,25.071",38,65,51,60,186,400,121.509,25.071,POINT (121.509 25.071)
32232,2023111411,"121.597,25.001",69,89,21,48,225,452,121.597,25.001,POINT (121.597 25.001)
32233,2023111411,"121.549,25.009",2,5,3,0,5,15,121.549,25.009,POINT (121.549 25.009)
32234,2023111411,"121.535,25.081",19,31,23,43,336,452,121.535,25.081,POINT (121.535 25.081)
32235,2023111411,"121.493,25.099",32,49,64,39,542,726,121.493,25.099,POINT (121.493 25.099)
32236,2023111411,"121.583,25.009",7,0,4,3,16,30,121.583,25.009,POINT (121.583 25.009)
32237,2023111411,"121.513,25.023",52,76,80,91,195,494,121.513,25.023,POINT (121.513 25.023)
32238,2023111411,"121.565,25.075",9,27,13,32,59,140,121.565,25.075,POINT (121.565 25.075)
32239,2023111411,"121.617,25.095",1,0,2,0,3,6,121.617,25.095,POINT (121.617 25.095)
32240,2023111411,"121.607,25.021",2,0,0,4,2,8,121.607,25.021,POINT (121.607 25.021)
32241,2023111411,"121.573,25.091",4,2,2,2,6,16,121.573,25.091,POINT (121.573 25.091)
32242,2023111411,"121.579,25.031",19,58,13,66,173,329,121.579,25.031,POINT (121.579 25.031)
32243,2023111411,"121.601,25.081",32,57,21,28,229,367,121.601,25.081,POINT (121.601 25.081)
32244,2023111411,"121.593,25.013",2,2,3,5,6,18,121.593,25.013,POINT (121.593 25.013)
32245,2023111411,"121.557,25.089",6,4,6,7,17,40,121.557,25.089,POINT (121.557 25.089)
32246,2023111411,"121.565,25.009",26,48,43,25,102,244,121.565,25.009,POINT (121.565 25.009)
32247,2023111411,"121.617,25.029",1,2,1,3,40,47,121.617,25.029,POINT (121.617 25.029)
32248,2023111411,"121.597,25.061",38,44,46,58,360,546,121.597,25.061,POINT (121.597 25.061)
32249,2023111411,"121.627,25.031",2,1,2,5,2,12,121.627,25.031,POINT (121.627 25.031)
32250,2023111411,"121.513,25.091",35,23,34,40,153,285,121.513,25.091,POINT (121.513 25.091)
32251,2023111411,"121.571,25.007",7,20,9,11,39,86,121.571,25.007,POINT (121.571 25.007)
32252,2023111411,"121.573,25.005",6,3,1,6,18,34,121.573,25.005,POINT (121.573 25.005)
32253,2023111411,"121.647,25.023",2,1,1,2,6,12,121.647,25.023,POINT (121.647 25.023)
32254,2023111411,"121.567,25.013",2,10,10,5,44,71,121.567,25.013,POINT (121.567 25.013)
32255,2023111411,"121.573,25.003",33,23,34,14,279,383,121.573,25.003,POINT (121.573 25.003)
32256,2023111411,"121.537,25.079",40,51,60,79,441,671,121.537,25.079,POINT (121.537 25.079)
32257,2023111411,"121.565,25.017",11,9,3,2,28,53,121.565,25.017,POINT (121.565 25.017)
32258,2023111411,"121.613,25.077",48,19,29,23,326,445,121.613,25.077,POINT (121.613 25.077)
32259,2023111411,"121.533,25.081",14,17,17,20,98,166,121.533,25.081,POINT (121.533 25.081)
32260,2023111411,"121.595,25.007",36,15,15,62,44,172,121.595,25.007,POINT (121.595 25.007)
32261,2023111411,"121.647,25.027",0,2,3,0,9,14,121.647,25.027,POINT (121.647 25.027)
32262,2023111411,"121.563,25.017",32,42,19,15,137,245,121.563,25.017,POINT (121.563 25.017)
32263,2023111411,"121.615,25.037",26,18,32,68,226,370,121.615,25.037,POINT (121.615 25.037)
32264,2023111411,"121.573,25.065",175,100,126,145,560,1106,121.573,25.065,POINT (121.573 25.065)
32265,2023111411,"121.497,25.015",36,48,27,72,127,310,121.497,25.015,POINT (121.497 25.015)
32266,2023111411,"121.539,25.087",2,1,5,2,12,22,121.539,25.087,POINT (121.539 25.087)
32267,2023111411,"121.519,25.035",229,303,262,307,1234,2335,121.519,25.035,POINT (121.519 25.035)
32268,2023111411,"121.575,25.015",2,4,3,13,26,48,121.575,25.015,POINT (121.575 25.015)
32269,2023111411,"121.623,25.033",21,8,19,16,30,94,121.623,25.033,POINT (121.623 25.033)
32270,2023111411,"121.573,25.007",10,40,14,14,6,84,121.573,25.007,POINT (121.573 25.007)
32271,2023111411,"121.625,25.027",3,4,2,0,21,30,121.625,25.027,POINT (121.625 25.027)
32272,2023111411,"121.593,25.063",122,180,88,117,334,841,121.593,25.063,POINT (121.593 25.063)
32273,2023111411,"121.599,25.017",54,1,9,24,3,91,121.599,25.017,POINT (121.599 25.017)
32274,2023111411,"121.489,25.037",10,2,11,16,10,49,121.489,25.037,POINT (121.489 25.037)
32275,2023111411,"121.491,25.017",12,15,8,19,32,86,121.491,25.017,POINT (121.491 25.017)
32276,2023111411,"121.575,25.003",13,12,14,5,70,114,121.575,25.003,POINT (121.575 25.003)
32277,2023111411,"121.617,25.099",1,0,0,1,6,8,121.617,25.099,POINT (121.617 25.099)
32278,2023111411,"121.529,25.085",76,146,55,95,1547,1919,121.529,25.085,POINT (121.529 25.085)
32279,2023111411,"121.563,25.015",15,50,28,35,367,495,121.563,25.015,POINT (121.563 25.015)
32280,2023111411,"121.607,25.045",0,0,3,13,3,19,121.607,25.045,POINT (121.607 25.045)
32281,2023111411,"121.601,25.063",79,82,42,87,364,654,121.601,25.063,POINT (121.601 25.063)
32282,2023111411,"121.631,25.033",100,48,126,31,15,320,121.631,25.033,POINT (121.631 25.033)
32283,2023111411,"121.605,25.065",134,139,40,107,367,787,121.605,25.065,POINT (121.605 25.065)
32284,2023111411,"121.507,25.081",99,73,56,47,62,337,121.507,25.081,POINT (121.507 25.081)
32285,2023111411,"121.567,25.021",2,15,3,16,11,47,121.567,25.021,POINT (121.567 25.021)
32286,2023111411,"121.569,25.095",3,1,4,0,0,8,121.569,25.095,POINT (121.569 25.095)
32287,2023111411,"121.553,25.069",18,18,10,16,52,114,121.553,25.069,POINT (121.553 25.069)
32288,2023111411,"121.597,25.039",4,5,1,5,31,46,121.597,25.039,POINT (121.597 25.039)
32289,2023111411,"121.581,25.027",4,8,1,5,9,27,121.581,25.027,POINT (121.581 25.027)
32290,2023111411,"121.555,25.017",40,62,31,79,167,379,121.555,25.017,POINT (121.555 25.017)
